customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,credit score,loan_freq,loan_to_due_ratio,bank_branch_state,bank_branch_country,age,age group
8a858ea55b58f026015b599e472439d2,1991-12-01,Savings,3.4194295,6.7387095,GT Bank,Permanent,Graduate,301971655,3,2017-07-10 15:22:51,2017-07-10 14:22:46,10000.0,13000.0,30,Bad,575,2,0.87,Ogun State,Nigeria,33,Old-aged Adult
8a858e725c3ae262015c3dfc23de0ccf,1990-12-17,Savings,4.5822726,7.7407505,EcoBank,Permanent,Graduate,302001650,3,2017-07-29 06:35:03,2017-07-29 05:34:55,10000.0,13000.0,30,Bad,786,2,0.77,Osun,Nigeria,34,Old-aged Adult
8a858edd5c8348c4015c862319f96e04,1991-01-05,Savings,7.5007033,5.518768,First Bank,Permanent,Graduate,301968003,2,2017-07-07 13:44:26,2017-07-07 12:44:20,10000.0,13000.0,30,Good,630,1,0.87,Abia,Nigeria,34,Old-aged Adult
8a858f1e5add5268015ae7ca38b245d2,1989-08-19,Savings,3.8785952,7.3880557,Stanbic IBTC,Permanent,Graduate,301958534,5,2017-07-01 05:10:45,2017-07-01 04:09:39,20000.0,24500.0,30,Good,681,4,0.81,Oyo,Nigeria,36,Old-aged Adult
8a858fcb5b00cc54015b0c32ba401c99,1994-05-11,Savings,7.6163355,12.9997831,First Bank,Student,Graduate,301966898,6,2017-07-06 17:57:53,2017-07-06 16:57:35,10000.0,13000.0,30,Good,642,5,0.84,Katsina,Nigeria,31,Middle-aged Adult
8a858fba5cd5feee015cda4f0fa423b4,1985-01-09,Savings,3.3229955,6.6538756,Access Bank,Permanent,Graduate,301991730,2,2017-07-23 11:02:49,2017-07-23 10:02:28,10000.0,11500.0,15,Good,777,1,0.87,Lagos,Nigeria,40,Old-aged Adult
8a858e1d5cd58f9e015cd912f8830794,1988-06-13,Savings,3.3656492,6.4404437,GT Bank,Permanent,Graduate,301979854,2,2017-07-15 23:51:08,2017-07-15 22:51:01,10000.0,11500.0,15,Bad,814,1,0.87,Lagos,Nigeria,37,Old-aged Adult
8a858e0b5cf4883c015cf56488eb4d41,1976-04-08,Savings,5.6272822,6.3217533,First Bank,Permanent,Secondary,301981322,2,2017-07-17 08:44:05,2017-07-17 07:43:59,10000.0,13000.0,30,Good,594,1,0.77,Edo,Nigeria,49,Old-aged Adult
8a858ee454da1cbd0154dce7be67210f,1993-03-13,Other,3.4279986,6.4285226,GT Bank,Permanent,Graduate,301977549,11,2017-07-14 12:47:09,2017-07-14 11:46:02,40000.0,44000.0,30,Good,691,10,0.85,Lagos,Nigeria,32,Old-aged Adult
8a858e945bfdb9e7015bfe5bac2124e2,1982-12-19,Savings,5.1814987,7.8480154,GT Bank,Permanent,Graduate,301990739,2,2017-07-22 13:06:51,2017-07-22 12:06:44,10000.0,13000.0,30,Good,850,1,0.87,Ekiti,Nigeria,42,Old-aged Adult
8a858fa154e2912f0154fd34e31275c1,1986-03-05,Other,3.3563282,6.4843908,First Bank,Permanent,Graduate,302001157,15,2017-07-28 18:48:49,2017-07-28 17:48:43,40000.0,44000.0,30,Good,821,14,0.86,Lagos,Nigeria,39,Old-aged Adult
8a858f725b49c0c0015b574551297af8,1986-03-19,Savings,7.1805466,4.3845856,First Bank,Permanent,Graduate,301974365,5,2017-07-12 10:54:33,2017-07-12 09:53:23,20000.0,24500.0,30,Good,429,4,0.83,Rivers,Nigeria,39,Old-aged Adult
8a858f565b683b56015b7b6b606e1ec9,1988-06-26,Savings,4.5284322,7.4893858,Access Bank,Permanent,Graduate,301973408,5,2017-07-11 17:01:12,2017-07-11 16:01:07,20000.0,24500.0,30,Good,800,4,0.84,Osun,Nigeria,37,Old-aged Adult
8a858f335c8d9723015c9b0913845868,1986-07-31,Savings,4.102615,12.4320167,FCMB,Permanent,Graduate,302000580,2,2017-07-28 13:24:35,2017-07-28 12:24:19,10000.0,11500.0,15,Good,685,1,0.77,Kebbi,Nigeria,39,Old-aged Adult
8a858f54592214a001593aa497b31207,1983-08-15,Savings,3.3175571,6.4775651,Diamond Bank,Permanent,Graduate,301986541,2,2017-07-19 22:02:22,2017-07-19 21:02:14,10000.0,13000.0,30,Good,795,1,0.77,Lagos,Nigeria,42,Old-aged Adult
8a858faf56b7821c0156c7d9d39142a5,1983-07-17,Other,3.24155,6.5427586,GT Bank,Self-Employed,Graduate,301995023,9,2017-07-25 10:53:58,2017-07-25 09:53:52,20000.0,24500.0,30,Good,764,8,0.8,Lagos,Nigeria,42,Old-aged Adult
8a858e6d5bb44226015bb467068c0fe2,1976-05-13,Savings,3.3456255,6.4837697,Skye Bank,Permanent,Graduate,301969089,4,2017-07-08 11:04:11,2017-07-08 10:04:07,20000.0,24500.0,30,Good,728,3,0.87,Lagos,Nigeria,49,Old-aged Adult
8a858f0c5cc68025015cca6d2f6873fd,1980-07-10,Savings,3.2846961,6.6614073,Access Bank,Permanent,Graduate,301997903,2,2017-07-26 22:27:10,2017-07-26 21:27:03,10000.0,13000.0,30,Bad,814,1,0.77,Lagos,Nigeria,45,Old-aged Adult
8a858fea5751aefe01575d9c176d4375,1981-05-30,Other,3.8338577,7.3842693,GT Bank,Permanent,Graduate,302002193,5,2017-07-29 13:28:23,2017-07-29 12:28:15,20000.0,24500.0,30,Good,677,4,0.82,Oyo,Nigeria,44,Old-aged Adult
8a858f3d5add42e2015ae9ab7c277132,1988-02-13,Savings,7.34362,9.1514167,Stanbic IBTC,Permanent,Graduate,301989546,6,2017-07-21 15:43:58,2017-07-21 14:43:51,30000.0,34500.0,30,Good,693,5,0.79,Federal Capital Territory,Nigeria,37,Old-aged Adult
8a858f595ccb6f86015ccebe6c7c79d4,1974-09-09,Savings,7.4348296,8.9940293,GT Bank,Permanent,Graduate,301982157,2,2017-07-17 15:39:18,2017-07-17 14:39:10,10000.0,13000.0,30,Good,722,1,0.77,Federal Capital Territory,Nigeria,50,Old-aged Adult
8a858eb55cf45581015cf4c50f3d4335,1978-03-12,Savings,3.3610967,6.5099067,UBA,Permanent,Graduate,301994272,2,2017-07-24 21:16:52,2017-07-24 20:16:18,10000.0,13000.0,30,Bad,685,1,0.77,Lagos,Nigeria,47,Old-aged Adult
8a858f505c7e3a50015c7e8ccaa9285c,1986-09-22,Savings,3.8789034,7.3898897,First Bank,Permanent,Graduate,301970340,2,2017-07-09 15:45:11,2017-07-09 14:45:05,10000.0,13000.0,30,Good,850,1,0.87,Oyo,Nigeria,38,Old-aged Adult
8a858ecc5b5defb4015b5ea3f3613ec1,1988-10-21,Savings,7.6320502,12.9641206,First Bank,Permanent,Graduate,302001688,4,2017-07-29 07:18:37,2017-07-29 06:17:27,10000.0,11500.0,15,Bad,716,3,0.8,Katsina,Nigeria,36,Old-aged Adult
8a858f855b626c00015b6299c72131ae,1990-05-15,Savings,3.9542096,7.3911236,UBA,Permanent,Graduate,301972619,7,2017-07-11 09:12:14,2017-07-11 08:12:06,30000.0,34500.0,30,Good,820,6,0.89,Oyo,Nigeria,35,Old-aged Adult
8a858e5b5bd99460015bdf725e143ff4,1984-12-23,Savings,3.70037,7.3943183,Access Bank,Permanent,Graduate,301967889,3,2017-07-07 12:20:59,2017-07-07 11:20:50,10000.0,13000.0,30,Good,832,2,0.77,Bakatari,Nigeria,40,Old-aged Adult
8a858f0056b7cf8e0156c5d74c6a61a6,1991-12-12,Other,3.3384194,6.503515,GT Bank,Student,Secondary,301994154,10,2017-07-24 19:55:21,2017-07-24 18:55:14,15000.0,17250.0,30,Good,794,9,0.87,Lagos,Nigeria,33,Old-aged Adult
8a858f78550ba10401551c0bf2121570,1990-12-01,Savings,-118.2470093,34.0644188,First Bank,Student,Graduate,302001618,16,2017-07-29 05:19:38,2017-07-29 04:19:31,25000.0,27500.0,30,Good,722,15,0.88,California,United States,34,Old-aged Adult
8a858f985bee01cb015bf1a2b3cf6c6c,1981-01-16,Savings,3.309412,6.6252745,UBA,Permanent,Graduate,302002087,4,2017-07-29 12:02:54,2017-07-29 11:02:46,20000.0,24500.0,30,Bad,741,3,0.77,Lagos,Nigeria,44,Old-aged Adult
8a858fa85bd87d41015bd8893799080c,1992-12-21,Savings,3.5879118,6.9037929,GT Bank,Permanent,Graduate,301987524,2,2017-07-20 13:10:52,2017-07-20 12:10:45,10000.0,11500.0,15,Good,704,1,0.87,Ogun State,Nigeria,32,Old-aged Adult
8a858e395cb1d4d9015cc006b54025a9,1984-06-29,Savings,3.311641,7.1489922,First Bank,Permanent,Graduate,301990870,2,2017-07-22 14:57:35,2017-07-22 13:57:28,10000.0,13000.0,30,Good,814,1,0.77,Ogun State,Nigeria,41,Old-aged Adult
8a858e545cf8f7eb015cf918d0ed129a,1985-04-28,Savings,3.3918442,6.451964,Access Bank,Permanent,Graduate,301994913,2,2017-07-25 09:53:56,2017-07-25 08:53:47,10000.0,11500.0,15,Good,484,1,0.87,Lagos,Nigeria,40,Old-aged Adult
8a858ff05b909c1a015b90b058cb0df4,1983-09-29,Savings,3.50944,6.6805874,Zenith Bank,Permanent,Graduate,302001404,5,2017-07-28 22:04:29,2017-07-28 21:03:20,10000.0,13000.0,30,Good,603,4,0.82,Lagos,Nigeria,41,Old-aged Adult
8a858f335c8d9723015c9bc0a13037d0,1990-03-15,Savings,3.9124778,7.421837,Skye Bank,Permanent,Graduate,301989751,2,2017-07-21 17:47:42,2017-07-21 16:47:34,10000.0,13000.0,30,Good,685,1,0.77,Oyo,Nigeria,35,Old-aged Adult
8a858ea55b817cc8015b81ae858c1f85,1970-10-10,Savings,3.336188,6.4265408,First Bank,Permanent,Graduate,301984094,3,2017-07-18 15:27:57,2017-07-18 14:26:47,10000.0,11500.0,15,Good,741,2,0.87,Lagos,Nigeria,54,Old-aged Adult
8a85895354a059690154b945ddd2161f,1984-07-29,Other,3.5701532,6.7925278,Union Bank,Permanent,Graduate,301995074,3,2017-07-25 11:18:37,2017-07-25 10:18:30,10000.0,11500.0,15,Good,722,2,0.87,Ogun State,Nigeria,41,Old-aged Adult
8a858f2c5ca72bae015caa81ef264a58,1985-03-23,Savings,3.8597555,7.3836649,Access Bank,Permanent,Graduate,301995236,2,2017-07-25 12:50:16,2017-07-25 11:50:10,10000.0,13000.0,30,Good,667,1,0.77,Oyo,Nigeria,40,Old-aged Adult
8a858f225bfdb280015bfdf8f4f91911,1994-03-02,Savings,3.3194968,6.6334054,GT Bank,Student,Graduate,301987230,2,2017-07-20 10:44:03,2017-07-20 09:43:55,10000.0,11500.0,15,Good,447,1,0.87,Lagos,Nigeria,31,Middle-aged Adult
8a858fd858d5076d0158d6ee63002351,1994-12-01,Savings,8.5593171,7.7659085,GT Bank,Student,Graduate,301960917,2,2017-07-03 11:58:44,2017-07-03 10:57:36,10000.0,11500.0,15,Bad,520,1,0.77,Benue,Nigeria,30,Middle-aged Adult
8a858f6e5cb16eb9015cb17cd36f0711,1981-12-17,Savings,3.3106822,6.6539918,First Bank,Permanent,Graduate,301992904,2,2017-07-24 09:05:08,2017-07-24 08:05:01,10000.0,13000.0,30,Good,814,1,0.77,Lagos,Nigeria,43,Old-aged Adult
8a858e8d5c35bc85015c376e591c637d,1983-05-04,Savings,7.9669489,5.0285225,First Bank,Permanent,Graduate,301969376,2,2017-07-08 15:29:31,2017-07-08 14:29:19,10000.0,13000.0,30,Good,594,1,0.77,Akwa Ibom,Nigeria,42,Old-aged Adult
8a858e275b349e25015b3516dacc53a1,1976-01-03,Savings,3.3420622,6.5205376,GT Bank,Permanent,Graduate,301975671,4,2017-07-13 09:19:43,2017-07-13 08:18:32,20000.0,22250.0,15,Bad,753,3,0.87,Lagos,Nigeria,49,Old-aged Adult
8a858f0d5a859ac0015a85ce61751c43,1988-05-21,Savings,3.3634315,6.5101981,Access Bank,Permanent,Graduate,301969634,7,2017-07-08 19:43:56,2017-07-08 18:43:49,15000.0,18375.0,30,Good,655,6,0.87,Lagos,Nigeria,37,Old-aged Adult
8a858e4b5cb1e4d7015cc489987520bf,1981-09-27,Savings,3.2940814,6.6315824,Diamond Bank,Permanent,Graduate,301990428,2,2017-07-22 09:01:04,2017-07-22 08:00:58,10000.0,13000.0,30,Good,832,1,0.77,Lagos,Nigeria,43,Old-aged Adult
8a858f3455a0d8070155c5d69e9600d4,1982-03-29,Other,2.5535917,6.3728667,First Bank,Permanent,Graduate,301973188,11,2017-07-11 15:02:25,2017-07-11 14:02:18,40000.0,44000.0,30,Bad,799,10,0.85,Ouémé Department,Benin,43,Old-aged Adult
8a858ed45bc9a645015bc9d3ef6f1184,1983-03-05,Savings,4.5833457,8.4880943,GT Bank,Permanent,Graduate,301963159,4,2017-07-04 13:20:27,2017-07-04 12:20:22,20000.0,24500.0,30,Good,674,3,0.77,Kwara,Nigeria,42,Old-aged Adult
8a858fd25c5a5bc7015c5d7b33f70f4b,1989-03-15,Savings,7.9197522,5.0432429,UBA,Unemployed,Graduate,301977994,3,2017-07-14 16:35:04,2017-07-14 15:34:58,10000.0,11500.0,15,Good,631,2,0.87,Akwa Ibom,Nigeria,36,Old-aged Adult
8a858e005c2154c2015c2f54b7935fe5,1980-01-20,Savings,3.9625763,7.4604206,Access Bank,Permanent,Graduate,301983593,3,2017-07-18 11:31:16,2017-07-18 10:31:09,10000.0,13000.0,30,Good,795,2,0.82,Oyo,Nigeria,45,Old-aged Adult
8a858e215ca77c7f015ca8e61b12437c,1972-06-16,Savings,5.6056821,6.3072516,Access Bank,Permanent,Graduate,301964965,2,2017-07-05 14:30:08,2017-07-05 13:30:02,10000.0,13000.0,30,Good,630,1,0.77,Edo,Nigeria,53,Old-aged Adult
8a858f505ca7b434015cab8f6a696786,1990-06-16,Savings,3.4159999,6.4351001,First Bank,Permanent,Graduate,301960958,2,2017-07-03 12:19:41,2017-07-03 11:19:37,10000.0,13000.0,30,Good,667,1,0.87,Lagos,Nigeria,35,Old-aged Adult
8a858ec6560bc09801560d9fdd577fc5,1986-12-06,Other,3.2527086,6.5817606,Zenith Bank,Student,Graduate,301968491,12,2017-07-07 19:54:27,2017-07-07 18:54:22,40000.0,44000.0,30,Good,804,11,0.86,Lagos,Nigeria,38,Old-aged Adult
8a858fa05908043801591da2a68b288d,1987-06-13,Savings,3.37899,6.498335,GT Bank,Permanent,Graduate,301964302,7,2017-07-05 07:58:06,2017-07-05 06:57:59,20000.0,24500.0,30,Bad,722,6,0.85,Lagos,Nigeria,38,Old-aged Adult
8a858f6c5bf84cd0015bf896d7471c28,1986-03-10,Savings,3.3902009,7.1739574,GT Bank,Permanent,Graduate,301980300,3,2017-07-16 13:08:18,2017-07-16 12:08:12,20000.0,22250.0,15,Good,796,2,0.88,Ogun State,Nigeria,39,Old-aged Adult
8a858f2e5c699f3a015c6d9e1364767d,1981-09-13,Savings,5.6446639,6.3485193,First Bank,Permanent,Graduate,301962632,2,2017-07-04 08:24:47,2017-07-04 07:24:41,10000.0,13000.0,30,Good,795,1,0.77,Edo,Nigeria,43,Old-aged Adult
8a858f0a56ffda560157093acf144b87,1993-08-12,Other,3.9234333,7.430623,Skye Bank,Self-Employed,Graduate,301993387,9,2017-07-24 13:17:58,2017-07-24 12:17:52,30000.0,39000.0,60,Good,714,8,0.83,Oyo,Nigeria,32,Old-aged Adult
8a858ee85cf400f5015cf44ab1c42d5c,1989-12-04,Savings,4.6073583,8.4606083,FCMB,Permanent,Graduate,301998967,2,2017-07-27 15:35:47,2017-07-27 14:35:40,10000.0,13000.0,30,Bad,777,1,0.77,Kwara,Nigeria,35,Old-aged Adult
8a858fe25ab3f041015ab40e4e7e1007,1994-06-30,Savings,3.3610224,6.5377397,Zenith Bank,Permanent,Graduate,301972912,5,2017-07-11 12:18:33,2017-07-11 11:17:23,20000.0,24500.0,30,Good,732,4,0.78,Lagos,Nigeria,31,Middle-aged Adult
8a858ff5562dc3b601562fffe43c14bc,1982-01-09,Savings,3.947865,7.4249657,Access Bank,Permanent,Graduate,301967602,9,2017-07-07 09:21:17,2017-07-07 08:21:10,30000.0,34500.0,30,Bad,695,8,0.85,Oyo,Nigeria,43,Old-aged Adult
8a858f5f55f82ae30155f91ba4250aea,1975-05-12,Other,8.5394608,11.9796196,First Bank,Permanent,Graduate,301991791,9,2017-07-23 11:55:11,2017-07-23 10:55:03,30000.0,34500.0,30,Good,791,8,0.86,Kano,Nigeria,50,Old-aged Adult
8a858e105c1c09c8015c1f8d43752c0a,1965-12-05,Savings,7.0029769,4.8284243,First Bank,Permanent,Graduate,301959439,3,2017-07-01 21:22:56,2017-07-01 20:22:49,10000.0,13000.0,30,Good,787,2,0.82,Rivers,Nigeria,59,Old-aged Adult
8a858fab5a83f26a015a847501d65abb,1977-09-26,Savings,3.3220514,6.6072002,UBA,Permanent,Graduate,301996992,5,2017-07-26 13:32:46,2017-07-26 12:31:36,20000.0,24500.0,30,Good,841,4,0.81,Lagos,Nigeria,47,Old-aged Adult
8a858fb75be86585015be8a480303d14,1986-12-23,Savings,3.5962988,6.4724876,FCMB,Permanent,Graduate,301998435,2,2017-07-27 09:55:46,2017-07-27 08:55:40,10000.0,11500.0,15,Good,777,1,0.87,Lagos,Nigeria,38,Old-aged Adult
8a858ee55cb156e6015cbfb990b0329c,1986-09-25,Savings,3.3482039,6.5710913,Standard Chartered,Permanent,Graduate,301972512,2,2017-07-11 07:45:43,2017-07-11 06:45:38,10000.0,13000.0,30,Good,355,1,0.77,Lagos,Nigeria,38,Old-aged Adult
8a858ffd5c8d343d015c93f62b893259,1984-09-15,Savings,3.3288152,6.5306353,Access Bank,Permanent,Graduate,301969690,2,2017-07-08 20:51:34,2017-07-08 19:51:27,10000.0,13000.0,30,Good,795,1,0.77,Lagos,Nigeria,40,Old-aged Adult
8a858fd85b685607015b6cede4f3309a,1986-07-31,Savings,4.5458425,8.465638,GT Bank,Permanent,Graduate,302001019,7,2017-07-28 17:23:44,2017-07-28 16:22:31,30000.0,39000.0,60,Good,649,6,0.84,Kwara,Nigeria,39,Old-aged Adult
8a858f4958721a8c015874acc2023782,1993-11-23,Savings,3.340139,6.4828792,GT Bank,Permanent,Graduate,301976458,7,2017-07-13 17:52:47,2017-07-13 16:51:37,10000.0,13000.0,30,Bad,637,6,0.82,Lagos,Nigeria,31,Middle-aged Adult
8a858eba5c884d2a015c8c4c58c5088a,1992-02-26,Savings,7.0441028,4.8116446,GT Bank,Permanent,Graduate,301989034,2,2017-07-21 10:46:41,2017-07-21 09:46:34,10000.0,11500.0,15,Good,740,1,0.77,Rivers,Nigeria,33,Old-aged Adult
8a858e3e5b1582df015b16f3bded6865,1991-06-04,Savings,7.0736933,6.2252666,First Bank,Permanent,Graduate,301990806,4,2017-07-22 14:09:15,2017-07-22 13:09:06,20000.0,24500.0,30,Good,759,3,0.84,Anambra,Nigeria,34,Old-aged Adult
8a858e6c5c88d145015c8d19eb99041d,1979-11-11,Savings,3.35697,6.6891717,GT Bank,Permanent,Graduate,301971723,2,2017-07-10 15:57:41,2017-07-10 14:57:34,10000.0,13000.0,30,Good,777,1,0.77,Ogun State,Nigeria,45,Old-aged Adult
8a858e315cf48957015cf86e12995947,1986-04-19,Savings,3.870087,7.3797041,GT Bank,Permanent,Graduate,302001397,2,2017-07-28 21:54:16,2017-07-28 20:54:09,10000.0,13000.0,30,Good,795,1,0.77,Oyo,Nigeria,39,Old-aged Adult
8a858e3654e2a8240154eed94fe84954,1979-02-18,Savings,3.3331366,6.5841631,Stanbic IBTC,Permanent,Graduate,301981223,10,2017-07-17 07:51:31,2017-07-17 06:51:20,30000.0,34500.0,30,Good,657,9,0.87,Lagos,Nigeria,46,Old-aged Adult
8a858e6f5668e01701568cce2c403088,1965-12-23,Other,3.42667,6.4617908,Zenith Bank,Unemployed,Graduate,301964727,12,2017-07-05 12:04:07,2017-07-05 11:03:53,30000.0,34500.0,30,Good,756,11,0.84,Lagos,Nigeria,59,Old-aged Adult
8a858f7958b0a4a80158b261fd354f17,1988-07-09,Savings,3.3975725,6.4474224,GT Bank,Permanent,Graduate,301997470,7,2017-07-26 17:54:54,2017-07-26 16:54:47,10000.0,11500.0,30,Good,771,6,0.79,Lagos,Nigeria,37,Old-aged Adult
8a858e2e5bb57a37015bc8ff494a1089,1990-03-30,Savings,3.3982718,6.4489034,UBA,Permanent,Graduate,301971212,2,2017-07-10 11:24:54,2017-07-10 10:24:49,10000.0,13000.0,30,Good,814,1,0.87,Lagos,Nigeria,35,Old-aged Adult
8a858e1556321b940156388e506a2ed4,1986-01-12,Other,3.384721,6.5426838,Fidelity Bank,Student,Graduate,301985361,11,2017-07-19 10:46:39,2017-07-19 09:46:33,40000.0,44000.0,30,Good,841,10,0.88,Lagos,Nigeria,39,Old-aged Adult
8a858edf5c69a538015c79f5c58d2e07,1981-08-27,Savings,3.871935,7.3847517,GT Bank,Permanent,Graduate,301970325,2,2017-07-09 15:26:59,2017-07-09 14:26:53,10000.0,13000.0,30,Good,814,1,0.87,Oyo,Nigeria,44,Old-aged Adult
8a858e875c63d395015c74bdfd343206,1996-03-28,Savings,3.1941288,6.5054402,UBA,Student,Graduate,302001775,2,2017-07-29 08:14:40,2017-07-29 07:14:32,10000.0,13000.0,30,Good,704,1,0.87,Lagos,Nigeria,29,Young Adult
8a858f785c87e70a015c8836e89b39f3,1987-04-24,Savings,3.2665549,6.6259536,GT Bank,Permanent,Graduate,301965236,2,2017-07-05 17:23:34,2017-07-05 16:23:28,10000.0,13000.0,30,Good,722,1,0.77,Lagos,Nigeria,38,Old-aged Adult
8a858fd85b685607015b783fe1212f10,1985-05-25,Savings,3.5302774,6.6688282,Zenith Bank,Permanent,Graduate,302003275,5,2017-07-30 10:57:54,2017-07-30 09:56:46,20000.0,24500.0,30,Good,704,4,0.8,Lagos,Nigeria,40,Old-aged Adult
8a858ed55c63db54015c641298671ada,1979-03-26,Savings,3.3752683,6.5484583,GT Bank,Permanent,Graduate,301960840,2,2017-07-03 11:06:53,2017-07-03 10:06:49,10000.0,13000.0,30,Bad,795,1,0.77,Lagos,Nigeria,46,Old-aged Adult
8a858e5b5bd99460015bda6daf5a2d6f,1986-05-08,Savings,7.4515712,10.4549443,Access Bank,Permanent,Graduate,301997855,2,2017-07-26 21:55:12,2017-07-26 20:55:03,10000.0,13000.0,30,Bad,539,1,0.77,Kaduna,Nigeria,39,Old-aged Adult
8a858ef25cd0c652015cd3abedd55ac6,1988-11-13,Savings,3.3920406,6.5519326,GT Bank,Permanent,Graduate,302002219,2,2017-07-29 13:49:08,2017-07-29 12:48:58,10000.0,11500.0,15,Bad,649,1,0.77,Lagos,Nigeria,36,Old-aged Adult
8a858ec35a428dcc015a4310c12f3679,1986-06-17,Savings,3.4567564,6.8069289,Zenith Bank,Permanent,Graduate,302000337,9,2017-07-28 11:24:54,2017-07-28 10:23:48,30000.0,39000.0,60,Good,670,8,0.84,Ogun State,Nigeria,39,Old-aged Adult
8a858ff9580b881201581f5624ee7a1b,1984-12-21,Savings,3.8545554,7.3741253,Access Bank,Permanent,Graduate,301971856,2,2017-07-10 17:20:50,2017-07-10 16:20:44,10000.0,13000.0,30,Bad,722,1,0.77,Oyo,Nigeria,40,Old-aged Adult
8a85896653e196390153e1fc6af61411,1982-03-16,Other,6.6461967,7.8168117,GT Bank,Permanent,Graduate,301960842,3,2017-07-03 11:07:27,2017-07-03 10:07:22,10000.0,13000.0,30,Bad,557,2,0.82,Kogi,Nigeria,43,Old-aged Adult
8a858eba5b681df4015b78ca2565324c,1984-03-16,Savings,4.4820683,8.4191878,UBA,Permanent,Graduate,301983416,2,2017-07-18 10:07:07,2017-07-18 09:06:59,10000.0,11500.0,15,Good,685,1,0.77,Kwara,Nigeria,41,Old-aged Adult
8a858e205c21d53a015c2b38026238b9,1977-04-23,Savings,3.2525482,6.7157505,UBA,Permanent,Graduate,301987544,3,2017-07-20 13:19:40,2017-07-20 12:19:33,10000.0,13000.0,30,Good,832,2,0.77,Ogun State,Nigeria,48,Old-aged Adult
8a858e785c8d9167015c97ca7fbe2c0c,1986-09-16,Savings,7.3128983,9.0785941,Zenith Bank,Permanent,Graduate,301999018,3,2017-07-27 15:57:29,2017-07-27 14:57:24,10000.0,13000.0,30,Bad,658,2,0.77,Federal Capital Territory,Nigeria,38,Old-aged Adult
8a858f1955b1c4df0155d4ad1adb462c,1982-08-08,Savings,5.6153833,6.3106117,GT Bank,Self-Employed,Graduate,301993514,2,2017-07-24 14:31:01,2017-07-24 13:30:54,10000.0,11500.0,15,Good,520,1,0.77,Edo,Nigeria,43,Old-aged Adult
8a858e3e5965340601596af74f562c45,1981-03-01,Savings,3.083137,6.5011327,GT Bank,Permanent,Graduate,301975979,6,2017-07-13 12:33:45,2017-07-13 11:33:38,20000.0,22250.0,15,Good,711,5,0.87,Ogun State,Nigeria,44,Old-aged Adult
8a858e8d56b784480156d65d90d422cb,1977-09-10,Other,5.1896523,7.2357528,FCMB,Permanent,Post-Graduate,301982482,8,2017-07-17 18:38:03,2017-07-17 17:37:55,20000.0,24500.0,30,Bad,807,7,0.8,Ondo,Nigeria,47,Old-aged Adult
8a858e885c87dee5015c884e7dc03958,1992-07-06,Savings,3.9981355,7.4395286,Stanbic IBTC,Permanent,Graduate,301976578,3,2017-07-13 19:39:10,2017-07-13 18:39:04,10000.0,13000.0,30,Good,484,2,0.77,Oyo,Nigeria,33,Old-aged Adult
8a858ea355660956015573132d287253,1988-11-21,Other,3.6038944,6.4827432,First Bank,Self-Employed,Graduate,301990690,12,2017-07-22 12:28:25,2017-07-22 11:28:16,40000.0,48000.0,60,Good,799,11,0.82,Lagos,Nigeria,36,Old-aged Adult
8a858ec555f96a9a0156020f154c1b12,1983-02-07,Savings,7.4632731,5.8387947,Access Bank,Self-Employed,Graduate,301967930,9,2017-07-07 12:52:52,2017-07-07 11:52:46,40000.0,48000.0,60,Good,780,8,0.81,Abia,Nigeria,42,Old-aged Adult
8a858f225c20c6c0015c20cbf6be03ba,1974-11-25,Savings,7.446543,8.9994874,UBA,Permanent,Graduate,301966139,3,2017-07-06 10:07:13,2017-07-06 09:07:07,10000.0,13000.0,30,Good,677,2,0.77,Federal Capital Territory,Nigeria,50,Old-aged Adult
8a858f60560bc43d01561d94abd91c48,1986-01-30,Savings,3.9036073,7.3393735,GT Bank,Permanent,Graduate,301991908,4,2017-07-23 13:52:36,2017-07-23 12:52:30,10000.0,11500.0,15,Good,619,3,0.77,Oyo,Nigeria,39,Old-aged Adult
8a858ec6560bc09801561c5452dd7610,1988-05-24,Savings,5.2478726,7.7059891,GT Bank,Self-Employed,Graduate,301974976,9,2017-07-12 17:43:04,2017-07-12 16:42:58,20000.0,24500.0,30,Good,587,8,0.79,Ekiti,Nigeria,37,Old-aged Adult
8a858fdc5c113e77015c11865629237c,1978-09-23,Savings,3.190676,6.4575534,First Bank,Permanent,Graduate,301960881,4,2017-07-03 11:35:41,2017-07-03 10:35:34,20000.0,24500.0,30,Good,850,3,0.87,Lagos,Nigeria,46,Old-aged Adult
8a858ec655f96b32015607c12d57059e,1986-10-15,Other,3.376451,6.502966,GT Bank,Permanent,Graduate,301967125,7,2017-07-06 21:01:36,2017-07-06 20:01:25,20000.0,24500.0,30,Good,736,6,0.82,Lagos,Nigeria,38,Old-aged Adult
8a858f975c4582c4015c4c1136fc47fa,1992-05-10,Savings,3.3815688,6.4995697,GT Bank,Permanent,Graduate,301964955,3,2017-07-05 14:28:50,2017-07-05 13:28:44,10000.0,13000.0,30,Good,603,2,0.77,Lagos,Nigeria,33,Old-aged Adult
